Date,MKT_RF,SMB,HML,RMW,CMA,RF,MOM
2010-06-04,-0.03620,-0.01290,-0.00690,0.00110,-0.00260,0.00001,-0.01310
2010-06-07,-0.01520,-0.01190,-0.01000,0.00500,-0.00670,0.00001,-0.01260
2010-06-08,0.00910,-0.01370,0.00120,-0.00120,0.00220,0.00001,-0.00370
2010-06-09,-0.00460,0.00730,-0.00200,0.00440,0.00240,0.00001,0.00370
2010-06-10,0.02950,0.00470,0.00890,0.00120,0.00370,0.00001,0.00940
2010-06-11,0.00620,0.00950,0.00030,-0.00100,0.00050,0.00001,0.00670
2010-06-14,-0.00060,0.00620,-0.00010,0.00220,0.00220,0.00001,0.00540
2010-06-15,0.02360,0.00190,0.00910,-0.00290,0.00110,0.00001,0.00470
2010-06-16,-0.00120,-0.00250,-0.00320,-0.00010,-0.00320,0.00001,0.00150
2010-06-17,0.00080,-0.00220,-0.00500,-0.00210,-0.00040,0.00001,0.00020
2010-06-18,0.00140,0.00000,0.00220,-0.00200,-0.00140,0.00001,-0.00090
2010-06-21,-0.00470,-0.00550,-0.00060,0.00200,0.00100,0.00001,-0.00220
2010-06-22,-0.01630,-0.00470,-0.00740,-0.00240,-0.00300,0.00001,-0.00620
2010-06-23,-0.00290,0.00000,0.00230,-0.00150,0.00030,0.00001,0.00010
2010-06-24,-0.01650,0.00000,-0.00890,-0.00030,-0.00200,0.00001,-0.00560
2010-06-25,0.00480,0.01220,0.01060,-0.01190,-0.00240,0.00001,0.00620
2010-06-28,-0.00230,-0.00120,-0.00770,0.00310,0.00030,0.00001,-0.00270
2010-06-29,-0.03230,-0.00800,-0.01280,0.00460,-0.00240,0.00001,-0.01970
2010-06-30,-0.00980,0.00000,-0.00330,-0.00010,-0.00020,0.00001,-0.00350
2010-07-01,-0.00400,-0.00370,-0.00400,0.00470,0.00160,0.00001,-0.00150
2010-07-02,-0.00490,-0.00330,-0.00450,0.00120,-0.00360,0.00001,-0.00700
2010-07-06,0.00340,-0.01950,0.00080,0.00040,-0.00450,0.00001,-0.00420
2010-07-07,0.03170,0.00060,0.00360,-0.00750,0.00920,0.00001,0.01590
2010-07-08,0.01000,0.00550,0.00030,0.00040,0.00110,0.00001,0.00170
2010-07-09,0.00810,0.00690,0.00580,-0.00630,0.00500,0.00001,0.00570
2010-07-12,-0.00110,-0.01150,0.00070,0.00270,-0.00150,0.00001,-0.00600
2010-07-13,0.01770,0.01620,0.00580,-0.00690,0.00930,0.00001,0.00490
2010-07-14,-0.00040,-0.00200,-0.00830,0.00500,-0.00330,0.00001,0.00010
2010-07-15,0.00020,-0.00860,-0.00160,0.00310,-0.00080,0.00001,-0.00520
2010-07-16,-0.02940,-0.00610,-0.00960,0.00970,-0.00710,0.00001,-0.01030
2010-07-19,0.00540,-0.00210,-0.00180,0.00040,0.00200,0.00001,-0.00350
2010-07-20,0.01230,0.00600,0.00030,-0.00040,0.00530,0.00001,0.00560
2010-07-21,-0.01300,-0.00410,-0.00360,0.00310,-0.00050,0.00001,0.00290
2010-07-22,0.02370,0.01240,0.00590,-0.00740,0.00750,0.00001,0.00550
2010-07-23,0.01050,0.01400,-0.00330,-0.00280,0.00500,0.00001,0.00550
2010-07-26,0.01230,0.00900,0.00150,-0.00520,0.00250,0.00001,0.00100
2010-07-27,-0.00230,-0.00290,0.00310,0.00430,-0.00340,0.00001,-0.00600
2010-07-28,-0.00830,-0.00870,0.00040,0.00380,-0.00260,0.00001,-0.00060
2010-07-29,-0.00360,0.00380,0.00670,-0.00140,-0.00100,0.00001,0.00260
2010-07-30,0.00060,0.00060,-0.00220,-0.00050,0.00060,0.00001,0.00180
2010-08-02,0.02090,-0.00510,0.00080,-0.00310,0.00400,0.00001,-0.00240
2010-08-03,-0.00550,-0.00370,-0.00470,0.00170,-0.00630,0.00001,-0.00140
2010-08-04,0.00740,0.00370,-0.00090,-0.00270,0.00200,0.00001,0.00180
2010-08-05,-0.00220,-0.00870,0.00120,0.00020,0.00140,0.00001,0.00000
2010-08-06,-0.00360,-0.00190,-0.00310,0.00090,-0.00220,0.00001,-0.00060
2010-08-09,0.00620,0.00610,0.00180,-0.00150,0.00010,0.00001,0.00110
2010-08-10,-0.00790,-0.01260,-0.00190,0.00370,-0.00270,0.00001,0.00180
2010-08-11,-0.02910,-0.01080,-0.00620,0.01020,-0.00580,0.00001,-0.00370
2010-08-12,-0.00500,0.00030,-0.00080,0.00550,-0.00170,0.00001,-0.00090
2010-08-13,-0.00460,-0.00780,0.00270,-0.00180,0.00030,0.00001,-0.00070
2010-08-16,0.00100,0.00880,-0.00200,-0.00110,0.00070,0.00001,0.00190
2010-08-17,0.01310,0.00480,-0.00180,-0.00250,0.00150,0.00001,0.00340
2010-08-18,0.00210,0.00090,0.00040,0.00040,0.00330,0.00001,0.00200
2010-08-19,-0.01750,-0.00880,-0.00400,0.00370,-0.00410,0.00001,0.00050
2010-08-20,-0.00280,0.00250,-0.00250,-0.00150,-0.00180,0.00001,0.00130
2010-08-23,-0.00500,-0.00910,-0.00400,0.00240,-0.00400,0.00001,-0.00450
2010-08-24,-0.01480,0.00180,0.00220,0.00140,-0.00090,0.00001,-0.00350
2010-08-25,0.00450,0.01020,0.00010,-0.00200,0.00010,0.00001,0.00040
2010-08-26,-0.00760,-0.00110,-0.00220,0.00150,-0.00170,0.00001,0.00350
2010-08-27,0.01820,0.00940,0.00350,-0.00890,0.00220,0.00001,0.00500
2010-08-30,-0.01540,-0.00850,-0.00400,0.00320,-0.00340,0.00001,-0.00060
2010-08-31,0.00010,-0.00190,0.00780,-0.00440,0.00280,0.00001,0.00470
2010-09-01,0.03050,0.00700,0.00450,-0.00320,0.00430,0.00001,0.00540
2010-09-02,0.00970,0.00230,-0.00370,-0.00140,0.00540,0.00001,0.00290
2010-09-03,0.01350,0.00370,0.00170,-0.00230,0.00150,0.00001,0.00180
2010-09-07,-0.01230,-0.00870,-0.00750,0.00450,-0.00500,0.00001,0.00190
2010-09-08,0.00650,0.00070,0.00110,-0.00330,-0.00020,0.00001,0.00050
2010-09-09,0.00440,-0.00400,0.00500,-0.00010,0.00030,0.00001,-0.00680
2010-09-10,0.00450,-0.00090,-0.00110,0.00170,-0.00010,0.00001,0.00050
2010-09-13,0.01300,0.01180,0.00150,-0.00370,0.00300,0.00001,-0.00200
2010-09-14,-0.00060,-0.00300,-0.00500,0.00220,-0.00140,0.00001,0.00150
2010-09-15,0.00360,0.00110,-0.00190,0.00210,-0.00280,0.00001,-0.00050
2010-09-16,-0.00070,-0.00540,-0.00690,0.00220,-0.00240,0.00001,0.00220
2010-09-17,0.00150,0.00540,-0.00490,0.00180,-0.00220,0.00001,0.00380
2010-09-20,0.01600,0.01160,0.00180,-0.00250,0.00300,0.00001,-0.00100
2010-09-21,-0.00310,-0.00340,-0.00260,0.00060,-0.00280,0.00001,0.00110
2010-09-22,-0.00520,-0.00590,-0.00580,0.00620,-0.00210,0.00001,0.00460
2010-09-23,-0.00780,-0.00170,-0.00660,0.00250,-0.00190,0.00001,0.00080
2010-09-24,0.02190,0.00960,0.00550,-0.00680,0.00530,0.00001,-0.00010
2010-09-27,-0.00460,0.00170,-0.00460,0.00150,-0.00090,0.00001,0.00110
2010-09-28,0.00570,0.00510,0.00150,-0.00230,0.00190,0.00001,-0.00030
2010-09-29,-0.00170,0.00630,-0.00200,-0.00100,0.00070,0.00001,0.00020
2010-09-30,-0.00260,0.00100,0.00330,-0.00100,0.00000,0.00001,-0.00550
2010-10-01,0.00430,0.00050,0.00160,0.00120,0.00290,0.00001,-0.00270
2010-10-04,-0.00880,-0.00710,-0.00100,0.00030,0.00010,0.00001,0.00380
2010-10-05,0.02110,0.00780,0.00180,-0.00200,0.00120,0.00001,0.00230
2010-10-06,-0.00110,-0.00360,0.00420,0.00210,0.00220,0.00001,-0.00620
2010-10-07,-0.00160,0.00060,-0.00260,0.00020,0.00020,0.00001,0.00230
2010-10-08,0.00740,0.00850,-0.00150,-0.00310,0.00410,0.00001,-0.00010
2010-10-11,0.00040,0.00080,-0.00250,0.00350,0.00040,0.00001,-0.00140
2010-10-12,0.00390,0.00000,0.00190,-0.00190,-0.00020,0.00001,-0.00270
2010-10-13,0.00780,0.00820,-0.00260,-0.00060,-0.00070,0.00001,0.00110
2010-10-14,-0.00380,0.00270,-0.00320,0.00230,-0.00160,0.00001,0.00840
2010-10-15,0.00180,-0.00220,-0.01130,0.00590,-0.00660,0.00001,0.00230
2010-10-18,0.00690,0.00150,0.00850,-0.00250,0.00190,0.00001,-0.00830
2010-10-19,-0.01670,-0.00730,0.00240,0.00250,-0.00180,0.00001,-0.00080
2010-10-20,0.01060,0.00040,0.00070,0.00230,0.00230,0.00001,-0.00040
2010-10-21,0.00110,-0.00580,-0.00480,0.00440,-0.00210,0.00001,0.00460
2010-10-22,0.00290,0.00420,-0.00400,-0.00250,-0.00250,0.00001,0.00220
2010-10-25,0.00310,0.00410,-0.00450,-0.00040,-0.00070,0.00001,0.00330
2010-10-26,0.00020,0.00000,-0.00220,0.00300,-0.00140,0.00001,-0.00080
2010-10-27,-0.00240,-0.00260,-0.00280,-0.00450,-0.00090,0.00001,0.00070
2010-10-28,0.00080,-0.00620,-0.00080,0.00100,-0.00220,0.00001,0.00070
2010-10-29,0.00070,0.00320,-0.00130,0.00090,0.00190,0.00001,0.00150
2010-11-01,-0.00010,-0.00660,-0.00190,0.00280,0.00010,0.00001,0.00160
2010-11-02,0.00900,0.01250,-0.00150,0.00090,0.00070,0.00001,0.00070
2010-11-03,0.00380,-0.00050,0.00150,-0.00210,0.00100,0.00001,0.00110
2010-11-04,0.01940,0.00530,0.00930,-0.00780,0.00910,0.00001,-0.00310
2010-11-05,0.00410,-0.00020,0.00560,-0.00320,0.00490,0.00001,-0.00590
2010-11-08,-0.00120,0.00420,-0.00460,0.00240,-0.00160,0.00001,0.00140
2010-11-09,-0.00780,-0.00470,-0.00470,0.00690,-0.00190,0.00001,-0.00260
2010-11-10,0.00530,0.00660,0.00560,-0.00430,0.00390,0.00001,-0.00070
2010-11-11,-0.00350,-0.00070,-0.00120,0.00160,0.00230,0.00001,0.00300
2010-11-12,-0.01290,-0.00460,-0.00060,0.00160,-0.00060,0.00001,-0.00230
2010-11-15,-0.00090,0.00230,0.00260,-0.00030,0.00160,0.00001,0.00090
2010-11-16,-0.01570,-0.00340,-0.00120,0.00340,-0.00140,0.00001,-0.00200
2010-11-17,0.00070,0.00320,-0.00260,0.00190,0.00220,0.00001,0.00520
2010-11-18,0.01580,0.00310,-0.00300,-0.00270,-0.00040,0.00001,0.00580
2010-11-19,0.00310,0.00150,-0.00190,-0.00110,0.00150,0.00001,0.00540
2010-11-22,-0.00020,0.00500,-0.00900,0.00160,-0.00280,0.00001,0.01100
2010-11-23,-0.01380,0.00500,-0.00240,0.00380,-0.00380,0.00001,-0.00010
2010-11-24,0.01600,0.00630,0.00050,-0.00380,0.00240,0.00001,0.00700
2010-11-26,-0.00670,0.00270,-0.00330,0.00210,-0.00110,0.00001,0.00380
2010-11-29,-0.00130,0.00070,0.00390,-0.00120,0.00130,0.00001,-0.00290
2010-11-30,-0.00600,-0.00210,0.00050,-0.00020,0.00060,0.00001,0.00070
2010-12-01,0.02120,-0.00110,0.00020,-0.00410,0.00420,0.00001,0.00220
2010-12-02,0.01230,-0.00240,0.00590,-0.00440,0.00730,0.00001,-0.00390
2010-12-03,0.00350,0.00380,0.00040,-0.00080,0.00270,0.00001,0.00080
2010-12-06,-0.00030,0.00760,-0.00090,-0.00100,0.00150,0.00001,0.00240
2010-12-07,0.00100,0.00340,0.00130,-0.00030,-0.00080,0.00001,-0.00020
2010-12-08,0.00320,-0.00440,0.00610,-0.00330,0.00160,0.00001,-0.00680
2010-12-09,0.00420,0.00050,0.00590,-0.00360,0.00490,0.00001,-0.00010
2010-12-10,0.00670,0.00480,0.00180,-0.00180,0.00190,0.00001,-0.00140
2010-12-13,-0.00080,-0.00570,0.00040,-0.00170,-0.00050,0.00001,-0.00250
2010-12-14,0.00090,-0.00070,-0.00050,0.00360,-0.00080,0.00001,-0.00470
2010-12-15,-0.00490,0.00150,-0.00550,0.00190,-0.00100,0.00001,-0.00020
2010-12-16,0.00700,0.00410,-0.00080,-0.00250,0.00020,0.00001,0.00090
2010-12-17,0.00150,0.00150,-0.00120,-0.00330,0.00250,0.00001,-0.00050
2010-12-20,0.00230,0.00050,0.00300,-0.00280,0.00200,0.00001,0.00060
2010-12-21,0.00680,0.00400,0.00700,-0.00560,0.00300,0.00001,0.00130
2010-12-22,0.00300,-0.00300,0.00720,-0.00230,0.00210,0.00001,-0.00940
2010-12-23,-0.00160,0.00050,-0.00320,0.00220,-0.00180,0.00001,-0.00120
2010-12-27,0.00080,0.00280,0.00430,-0.00350,0.00160,0.00001,-0.00240
2010-12-28,0.00000,-0.00430,0.00190,-0.00010,-0.00150,0.00001,-0.00230
2010-12-29,0.00170,0.00090,-0.00120,0.00040,-0.00070,0.00001,0.00240
2010-12-30,-0.00110,0.00140,-0.00040,0.00200,0.00030,0.00001,-0.00020
2010-12-31,-0.00100,-0.00600,0.00220,-0.00140,0.00130,0.00001,-0.00160
2011-01-03,0.01180,0.00570,0.00720,-0.00430,0.00180,0.00000,0.00000
2011-01-04,-0.00260,-0.01300,-0.00020,0.00010,0.00020,0.00000,-0.00570
2011-01-05,0.00600,0.00620,0.00120,-0.00440,0.00040,0.00000,0.00110
2011-01-06,-0.00150,-0.00120,-0.00330,-0.00110,-0.00110,0.00000,-0.00510
2011-01-07,-0.00220,-0.00260,-0.00210,0.00180,-0.00150,0.00000,0.00350
2011-01-10,-0.00020,0.00470,-0.00140,-0.00410,0.00080,0.00000,0.00680
2011-01-11,0.00390,0.00110,0.00190,-0.00260,0.00090,0.00000,-0.00220
2011-01-12,0.00870,-0.00030,0.00210,-0.00350,0.00320,0.00000,-0.00310
2011-01-13,-0.00180,0.00130,-0.00330,0.00520,0.00100,0.00000,0.00310
2011-01-14,0.00690,0.00050,0.00600,-0.00710,0.00140,0.00000,-0.00180
2011-01-18,0.00180,-0.00010,-0.00530,0.00380,-0.00130,0.00000,-0.00310
2011-01-19,-0.01240,-0.01350,-0.00490,0.00920,-0.00450,0.00000,-0.00130
2011-01-20,-0.00290,-0.00930,0.00580,0.00610,0.00340,0.00000,-0.01250
2011-01-21,0.00110,-0.00840,0.00560,-0.00130,0.00330,0.00000,-0.00150
2011-01-24,0.00660,0.00190,-0.00230,-0.00180,0.00350,0.00000,0.00190
2011-01-25,0.00020,0.00010,0.00130,0.00340,-0.00120,0.00000,-0.00160
2011-01-26,0.00600,0.01350,-0.00220,-0.00240,0.00110,0.00000,0.01240
2011-01-27,0.00270,-0.00060,0.00360,-0.00150,0.00030,0.00000,0.00030
2011-01-28,-0.01880,-0.00810,-0.00070,0.00100,-0.00370,0.00000,-0.00170
2011-01-31,0.00720,0.00020,-0.00290,-0.00330,0.00070,0.00000,0.00610
2011-02-01,0.01750,0.00550,0.00510,-0.00300,0.00160,0.00001,0.00520
2011-02-02,-0.00270,-0.00100,-0.00370,-0.00070,-0.00040,0.00001,-0.00010
2011-02-03,0.00260,-0.00010,-0.00030,0.00120,0.00320,0.00001,0.00100
2011-02-04,0.00290,-0.00050,-0.00430,-0.00220,-0.00030,0.00001,0.00040
2011-02-07,0.00700,0.00310,0.00560,-0.00320,0.00230,0.00001,0.00230
2011-02-08,0.00490,0.00230,-0.00020,0.00090,0.00100,0.00001,0.00140
2011-02-09,-0.00310,-0.00200,-0.00040,0.00320,-0.00120,0.00001,-0.00050
2011-02-10,0.00120,0.00320,-0.00350,-0.00160,0.00080,0.00001,0.00790
2011-02-11,0.00670,0.00390,0.00450,-0.00370,0.00380,0.00001,0.00450
2011-02-14,0.00300,0.00250,-0.00140,-0.00100,-0.00070,0.00001,0.00540
2011-02-15,-0.00380,-0.00300,0.00250,0.00150,-0.00110,0.00001,-0.00290
2011-02-16,0.00680,0.00390,0.00180,-0.00150,0.00280,0.00001,0.00140
2011-02-17,0.00370,0.00350,0.00220,-0.00430,0.00310,0.00001,0.00140
2011-02-18,0.00120,-0.00090,0.00050,0.00170,-0.00020,0.00001,-0.00520
2011-02-22,-0.02190,-0.00510,-0.00220,0.00740,-0.00560,0.00001,-0.00810
2011-02-23,-0.00780,-0.01080,0.00390,-0.00120,-0.00190,0.00001,-0.00230
2011-02-24,0.00040,0.00640,-0.00360,-0.00230,-0.00160,0.00001,0.00380
2011-02-25,0.01220,0.00970,0.00240,-0.00720,0.00470,0.00001,0.00670
2011-02-28,0.00420,-0.00410,0.00280,-0.00220,-0.00190,0.00001,-0.00210
2011-03-01,-0.01580,-0.00300,-0.00050,0.00420,-0.00460,0.00000,-0.00230
2011-03-02,0.00280,0.00270,-0.00250,-0.00040,0.00210,0.00000,0.00540
2011-03-03,0.01760,0.00460,-0.00050,-0.00320,0.00120,0.00000,0.00800
2011-03-04,-0.00670,0.00260,-0.00530,0.00180,-0.00210,0.00000,0.00320
2011-03-07,-0.00960,-0.00650,0.00090,0.00360,-0.00240,0.00000,-0.00340
2011-03-08,0.00970,0.00530,0.00630,-0.00060,0.00310,0.00000,-0.00400
2011-03-09,-0.00180,-0.00210,0.00320,0.00500,-0.00260,0.00000,-0.00800
2011-03-10,-0.01930,-0.00720,-0.00300,0.00680,-0.00570,0.00000,-0.00760
2011-03-11,0.00690,-0.00320,0.00130,-0.00320,0.00220,0.00000,0.00310
2011-03-14,-0.00590,0.00080,-0.00390,0.00160,-0.00040,0.00000,0.00290
2011-03-15,-0.01050,0.00270,-0.00140,0.00340,0.00000,0.00000,0.00250
2011-03-16,-0.01770,0.00630,-0.00110,-0.00050,0.00190,0.00000,-0.00050
2011-03-17,0.01120,-0.00760,0.00570,-0.00290,0.00150,0.00000,0.00580
2011-03-18,0.00490,0.00600,0.00090,0.00060,0.00320,0.00000,-0.00470
2011-03-21,0.01580,0.00850,-0.00170,-0.00390,0.00000,0.00000,0.01250
2011-03-22,-0.00340,-0.00070,-0.00050,0.00140,-0.00240,0.00000,-0.00180
2011-03-23,0.00310,0.00130,-0.00470,0.00080,0.00090,0.00000,0.00480
2011-03-24,0.00960,-0.00190,-0.00400,-0.00260,0.00340,0.00000,0.00270
2011-03-25,0.00410,0.00460,-0.00020,0.00110,0.00030,0.00000,0.00620
2011-03-28,-0.00350,0.00070,-0.00260,0.00350,-0.00160,0.00000,-0.00150
